real,previsto,erro_abs,erro_rel_percent
2268.46,2106.4734,161.98657,7.1408167
2683.63,2737.5962,53.96631,2.0109444
1728.95,1845.575,116.625,6.7454233
1632.47,1834.985,202.51501,12.405436
3218.37,3075.458,142.91211,4.4405117
3640.34,3424.0034,216.33667,5.94276
1464.53,1359.7836,104.74646,7.1522236
1705.79,1563.7454,142.04468,8.327208
1276.7,1157.246,119.45398,9.356464
2787.1,2634.51,152.59009,5.4748693
1837.04,1809.5475,27.492554,1.4965681
1826.2,1906.28,80.08008,4.3850665
3090.64,2587.9285,502.71143,16.26561
2322.27,2325.3445,3.074463,0.13239041
2341.87,2413.088,71.21777,3.0410643
1520.3,1459.575,60.725098,3.994284
2247.7,2516.1423,268.44238,11.942981
1331.98,1161.8789,170.10107,12.770542
4193.69,3874.615,319.07495,7.6084533
2071.06,1906.9672,164.0929,7.9231358
2662.99,2351.6816,311.30835,11.690181
2114.43,2009.334,105.09595,4.970415
1724.05,1906.9672,182.91711,10.609734
3399.44,2975.73,423.70996,12.46411
2634.25,2285.736,348.51392,13.230101
3116.8,2737.5962,379.20386,12.166448
2178.48,1899.8467,278.6333,12.790262
2917.84,2690.1138,227.72632,7.8046193
1289.97,1433.35,143.38,11.114987
2015.07,1604.35,410.71997,20.382418
2900.75,2825.975,74.7749,2.5777783
2765.56,2723.695,41.86499,1.5137979
1604.77,1629.945,25.174927,1.5687561
2781.85,2779.11,2.7399902,0.09849525
1533.19,1482.7548,50.43518,3.2895584
2719.59,2985.51,265.91992,9.777942
3860.06,4169.23,309.16992,8.0094595
1277.49,1470.7,193.20996,15.124186
2825.55,3170.42,344.86987,12.205406
2607.83,2199.424,408.406,15.66076
2390.0,2618.0283,228.02832,9.540935
2563.82,2516.1423,47.677734,1.8596365
2256.33,2411.9863,155.65625,6.898647
3435.58,3180.0698,255.51025,7.437179
2442.88,2606.31,163.43018,6.690062
2482.49,2327.8416,154.64844,6.2295694
2490.63,2310.25,180.37988,7.24234
2289.85,2235.174,54.676025,2.3877556
1222.52,1063.7478,158.77222,12.98729
2636.71,2516.1423,120.56763,4.5726542
2053.46,2011.8,41.659912,2.0287666
3606.9,3670.4827,63.582764,1.7628093
1776.24,1669.5787,106.661255,6.0048895
2844.44,2651.519,192.9209,6.782386
2494.52,2617.225,122.70508,4.9189854
2408.07,2413.4956,5.425537,0.22530644
3582.35,3305.9,276.4502,7.7170067
2987.01,2973.9612,13.048828,0.4368525
1366.98,1551.8,184.82007,13.52032
2708.19,2688.93,19.26001,0.7111765
